,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Order_Hour,Order_Min,Picked_Hour,Picked_Min
30868,27.0,4.1,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,18,55,19,05
30869,34.0,3.9,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,19,40,19,55
30870,30.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,23,0.458333333,,11,05
30871,20.0,4.8,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,12,45,12,50
30872,36.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,09,30,09,40
30873,34.0,4.3,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,36,18,50,18,55
30874,23.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,19,21,15,21,30
30875,,,Stormy,Jam,1,Snack,motorcycle,0.0,No,Urban,17,,,20,30
30876,39.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,17,20,17,25
30877,24.0,4.6,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,26,19,40,19,50
30878,28.0,4.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,17,40,17,55
30879,20.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,18,55,0.791666667,
30880,22.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,09,35,09,40
30881,38.0,4.2,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,35,21,35,21,50
30882,29.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Urban,18,23,35,23,45
30883,38.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,16,55,17,10
30884,,,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,53,,,14,30
30885,35.0,4.3,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,18,25,18,30
30886,,,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,28,,,16,50
30887,38.0,5.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,37,18,30,18,40
30888,33.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,19,20,19,25
30889,24.0,4.9,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,11,45,11,55
30890,31.0,4.3,Fog,Medium,2,Buffet,scooter,1.0,Yes,Metropolitian,40,18,20,18,35
30891,29.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,0.958333333,,23,15
30892,24.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,18,40,18,50
30893,39.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,28,10,10,10,15
30894,25.0,4.7,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,11,25,11,35
30895,23.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19,17,55,18,05
30896,25.0,4.7,Sandstorms,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,17,18,10,18,25
30897,33.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,18,35,18,45
30898,35.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20,30,20,45
30899,33.0,4.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,,19,09,50,10,05
30900,33.0,4.0,Windy,Low,0,Buffet,motorcycle,,No,Metropolitian,23,08,50,08,55
30901,22.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,18,22,35,22,45
30902,36.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,23,55,24,05
30903,,,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,40,,,19,35
30904,27.0,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,19,18,10,18,20
30905,28.0,4.0,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,39,21,20,21,30
30906,20.0,4.3,Windy,Low,0,Snack,motorcycle,,No,Urban,19,09,20,09,25
30907,21.0,4.8,Cloudy,Low,0,Snack,motorcycle,,No,Metropolitian,19,09,30,09,35
30908,37.0,4.6,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,23,18,15,18,30
30909,35.0,4.8,Fog,Medium,0,Buffet,motorcycle,2.0,No,Urban,37,18,40,18,45
30910,31.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,20,23,25,23,35
30911,26.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,11,23,45,1,
30912,36.0,4.7,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,20,25,20,35
30913,24.0,4.8,Stormy,High,1,Meal,motorcycle,0.0,No,Urban,14,11,15,11,20
30914,34.0,4.5,Fog,High,1,Snack,scooter,0.0,No,Urban,27,11,45,0.5,
30915,30.0,4.7,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,0.541666667,,13,05
30916,28.0,4.6,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,17,30,17,35
30917,30.0,4.3,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,19,55,20,10
30918,37.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,No,,24,21,40,21,50
30919,32.0,4.7,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,23,35,23,50
30920,20.0,5.0,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,13,22,55,23,10
30921,26.0,4.6,Stormy,High,2,Meal,scooter,0.0,No,Urban,11,11,30,11,35
30922,29.0,4.5,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,12,09,25,09,30
30923,39.0,4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,18,20,18,35
30924,36.0,5.0,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,19,20,40,20,55
30925,20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,22,25,22,40
30926,29.0,5.0,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,17,0.791666667,,19,05
30927,27.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,09,55,10,05
30928,25.0,4.4,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,32,17,45,0.75,
30929,26.0,4.7,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Urban,14,18,25,18,30
30930,39.0,3.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,21,25,21,30
30931,25.0,5.0,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,17,10,17,20
30932,23.0,4.2,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,33,17,10,17,25
30933,25.0,4.5,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,10,13,15,13,20
30934,50.0,6.0,,,3,Meal,scooter,1.0,No,Urban,30,,,0.916666667,
30935,37.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,21,40,21,55
30936,38.0,4.1,Fog,High,1,Drinks,scooter,2.0,No,Metropolitian,33,11,45,11,55
30937,39.0,4.5,Sandstorms,Medium,1,Drinks,scooter,1.0,No,,31,18,30,18,40
30938,36.0,4.6,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,29,10,20,10,25
30939,34.0,4.9,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,10,20,10,25
30940,27.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,18,55,19,05
30941,35.0,4.7,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,18,23,25,23,30
30942,36.0,4.7,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,0.5,,12,10
30943,26.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,19,40,19,50
30944,,,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,,,18,05
30945,39.0,4.6,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,30,0.708333333,,17,10
30946,34.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,18,45,18,50
30947,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,22,35,22,40
30948,31.0,4.8,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,11,50,0.5,
30949,30.0,4.4,Fog,High,2,Buffet,scooter,0.0,No,Metropolitian,37,11,15,11,30
30950,31.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,0.833333333,,20,15
30951,23.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,12,08,35,08,45
30952,26.0,4.5,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,17,55,18,10
30953,25.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,23,50,1,
30954,39.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,22,35,22,40
30955,25.0,4.7,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,30,19,50,20,05
30956,24.0,4.8,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,09,15,09,30
30957,31.0,5.0,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,16,55,17,10
30958,37.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,23,45,23,50
30959,25.0,5.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,17,10,17,15
30960,22.0,5.0,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,21,20,21,30
30961,23.0,4.9,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,27,17,35,17,40
30962,30.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,22,23,20,23,30
30963,26.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,0.75,,18,05
30964,,,,,3,Meal,scooter,0.0,No,Metropolitian,25,,,08,55
30965,27.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,15,18,35,18,45
30966,22.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,18,09,45,09,55
30967,39.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,10,20,10,25
30968,24.0,4.9,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,44,20,45,20,50
30969,31.0,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,17,40,17,50
30970,29.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,24,21,55,22,10
30971,24.0,4.5,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,17,30,17,40
30972,28.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,21,45,0.916666667,
30973,25.0,4.6,Sunny,Jam,1,Snack,motorcycle,0.0,No,Urban,15,20,25,20,40
30974,30.0,4.8,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,10,09,55,0.416666667,
30975,37.0,3.5,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,35,0.791666667,,19,15
30976,36.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,23,35,23,45
30977,30.0,4.6,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,18,10,35,10,50
30978,36.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,23,30,23,40
30979,36.0,3.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,31,23,15,23,25
30980,21.0,5.0,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,10,09,20,09,30
30981,20.0,4.6,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,34,20,25,20,30
30982,39.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,49,0.916666667,,22,05
30983,36.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,20,40,20,50
30984,34.0,4.6,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,49,19,50,20,05
30985,37.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,21,10,21,15
30986,,,,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,46,,,21,35
30987,37.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,19,30,19,40
30988,29.0,4.9,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,18,15,18,20
30989,38.0,5.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,17,45,17,55
30990,30.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,22,35,22,40
30991,26.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,29,16,50,0.708333333,
30992,23.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,14,19,30,19,40
30993,28.0,4.8,Stormy,Jam,2,Drinks,scooter,0.0,,Urban,10,19,50,0.833333333,
30994,27.0,4.3,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,34,11,45,11,50
30995,22.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,25,0.875,,21,15
30996,29.0,4.6,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,20,20,55,21,05
30997,29.0,4.7,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,18,35,18,40
30998,23.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,09,55,10,10
30999,30.0,4.8,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20,40,20,45
31000,20.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,40,17,40,17,50
31001,37.0,4.8,Stormy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,20,17,55,18,05
31002,21.0,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,15,13,10,13,20
31003,31.0,4.9,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,33,11,45,11,55
31004,25.0,4.5,Fog,Medium,1,Drinks,scooter,1.0,,Urban,11,18,25,18,35
31005,38.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,09,50,09,55
31006,26.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,19,45,19,50
31007,39.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,19,35,19,40
31008,22.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Urban,18,08,35,08,50
31009,30.0,4.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44,20,15,20,20
31010,21.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,10,35,10,45
31011,27.0,5.0,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,20,16,55,0.708333333,
31012,20.0,4.5,Sunny,Low,0,Buffet,motorcycle,,No,Metropolitian,27,23,20,23,35
31013,37.0,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,10,50,0.458333333,
31014,24.0,3.4,Sunny,Low,2,Snack,scooter,2.0,No,Metropolitian,38,22,25,22,40
31015,27.0,4.8,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,19,15,40,15,45
31016,39.0,4.7,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,36,20,45,20,55
31017,36.0,4.3,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20,35,20,50
31018,,,,,3,Snack,motorcycle,0.0,No,Metropolitian,26,,,11,55
31019,39.0,4.8,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,22,25,22,30
31020,28.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,19,45,0.833333333,
31021,37.0,4.8,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20,30,20,35
31022,37.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,22,20,22,30
31023,36.0,4.1,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,43,19,50,20,05
31024,28.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,17,45,17,55
31025,35.0,4.8,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40,20,20,20,25
31026,37.0,4.0,Cloudy,Jam,2,Buffet,scooter,2.0,Yes,Metropolitian,48,20,35,20,40
31027,29.0,4.1,Sunny,High,0,Meal,motorcycle,3.0,No,Metropolitian,50,11,45,11,55
31028,35.0,4.9,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,18,30,18,40
31029,33.0,5.0,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,20,23,40,23,55
31030,32.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,22,40,22,45
31031,21.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,1,,24,05
31032,26.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,0.791666667,,19,15
31033,21.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,10,25,10,30
31034,38.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,25,1,,24,05
31035,37.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,16,10,16,15
31036,20.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Urban,19,22,10,22,25
31037,34.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,22,22,25,22,30
31038,21.0,4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,17,40,17,50
31039,22.0,5.0,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,33,21,45,21,55
31040,22.0,4.5,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,22,50,22,55
31041,27.0,4.7,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,28,11,40,11,50
31042,32.0,5.0,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,25,09,50,10,05
31043,34.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,09,20,09,25
31044,23.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,11,15,11,30
31045,33.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,20,50,21,05
31046,28.0,4.7,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,17,25,17,35
31047,35.0,4.6,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,09,30,09,45
31048,23.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,23,25,23,30
31049,20.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20,20,20,25
31050,27.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Urban,16,22,35,22,45
31051,30.0,4.6,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,27,0.5,,12,10
31052,24.0,4.5,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,17,20,17,35
31053,20.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,21,10,20,10,25
31054,27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,19,30,19,35
31055,34.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,0.75,,18,05
31056,28.0,4.4,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,41,14,45,14,55
31057,28.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Urban,11,23,15,23,25
31058,20.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,,No,Urban,32,21,45,21,55
31059,20.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,17,35,17,50
31060,37.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,18,55,19,05
31061,31.0,4.2,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,41,22,40,22,55
31062,26.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,17,15,17,25
31063,21.0,4.2,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,34,19,40,19,50
31064,24.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,12,22,45,22,55
31065,21.0,4.9,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,27,17,20,17,30
31066,23.0,4.7,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36,0.916666667,,22,05
31067,21.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,10,40,10,55
31068,35.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Urban,28,23,35,23,40
31069,31.0,4.3,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41,19,10,19,15
31070,29.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,21,30,21,40
31071,36.0,4.9,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,30,21,30,21,40
31072,24.0,4.9,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,15,22,45,22,55
31073,23.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20,10,20,15
31074,39.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,21,35,21,50
31075,33.0,4.0,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,35,11,30,11,40
31076,36.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,22,20,22,35
31077,22.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,16,18,35,18,45
31078,33.0,3.7,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,32,17,50,17,55
31079,28.0,4.5,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,18,23,40,23,50
31080,33.0,4.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,08,40,08,50
31081,34.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,10,40,10,45
31082,21.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,28,18,55,19,05
31083,22.0,4.6,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,13,15,30,15,40
31084,32.0,3.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,33,19,55,20,05
31085,25.0,4.8,Fog,Low,0,Drinks,motorcycle,0.0,No,,22,22,50,22,55
31086,32.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,47,20,10,20,15
31087,39.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,17,15,17,20
31088,22.0,4.7,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,35,18,10,18,20
31089,37.0,4.3,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,19,45,19,50
31090,26.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,,18,09,55,10,10
31091,33.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,38,22,35,22,40
31092,20.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Urban,10,19,30,19,35
31093,24.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20,10,20,25
31094,36.0,4.9,Cloudy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,27,11,30,11,45
31095,30.0,4.8,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,19,25,19,35
31096,34.0,4.8,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,25,0.791666667,,19,15
31097,38.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,24,22,35,22,40
31098,23.0,4.6,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,30,21,45,0.916666667,
31099,33.0,4.9,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,18,22,45,22,50
31100,25.0,4.6,Stormy,High,1,Meal,motorcycle,1.0,No,Urban,10,0.583333333,,14,05
31101,22.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,,22,0.458333333,,11,05
31102,34.0,4.5,Stormy,Low,1,Snack,scooter,1.0,No,Urban,23,09,55,0.416666667,
31103,27.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,10,10,10,25
31104,23.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,19,55,0.833333333,
31105,,,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,10,,,17,50
31106,20.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,20,40,20,50
31107,29.0,4.6,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,18,55,0.791666667,
31108,22.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,,22,20,55,21,10
31109,,,,,3,Drinks,scooter,1.0,No,Metropolitian,33,,,20,40
31110,,,Sunny,Low,1,Buffet,scooter,,No,Metropolitian,24,09,45,0.416666667,
31111,36.0,4.8,Cloudy,Medium,1,Snack,scooter,,No,Metropolitian,16,17,15,17,20
31112,28.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20,45,20,50
31113,31.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,08,30,08,45
31114,33.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,18,25,18,30
31115,20.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,11,0.666666667,,16,15
31116,32.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,22,21,35,21,45
31117,36.0,4.9,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,20,25,20,35
31118,27.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,24,22,25,22,30
31119,35.0,4.2,Fog,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,39,20,45,0.875,
31120,30.0,4.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,17,50,0.75,
31121,35.0,4.6,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,18,50,0.791666667,
31122,33.0,4.6,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,47,20,55,0.875,
31123,30.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,20,50,21,05
31124,22.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,18,08,40,08,55
31125,30.0,3.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,33,22,45,22,55
